id pc1 pc2 pc3 pc4 pc5 pc6 pc7
1506 -0.0199839 0.0292182 0.0223721 -0.0124865 0.048979 0.0193309 -0.0184689
1507 0.0301261 -0.0054759 -0.00330157 -0.0104113 0.00317804 -0.0115888 -0.0156043
1508 -0.0259407 -0.0120976 0.00788671 0.00955646 -0.0331566 0.0340912 0.005274
1509 0.0171491 -0.0433795 3.70398e-4 0.00609809 -0.0275096 -0.0369654 0.00579122
1510 0.0178161 -0.0499371 0.0368075 -0.00424921 0.0236549 0.0097226 -0.0292078
1511 -0.0114402 0.024362 -0.0416993 -0.0535504 -0.0161465 -0.00536048 0.0240765
1512 0.0264281 0.00484622 -0.0137516 -2.67685e-5 0.00753149 0.00270444 0.01826
1513 -0.0242729 0.00935401 0.00882509 -0.0165576 0.0172582 0.0301676 0.00183809
1514 0.00101172 -0.0246046 -0.0318039 -0.0332215 -0.0119781 -0.0437499 -0.0223054
1515 -0.00962753 0.0158103 0.00841559 -0.0176803 0.0173637 0.039357 0.00222588
1516 0.00301889 -0.00394097 -0.0104719 8.59598e-4 -0.00337003 -0.00343818 0.0223914
1517 0.0353611 0.0053224 0.0221632 0.0101868 -0.020526 0.0153741 0.0327894
1518 0.038661 -0.0484158 1.09113e-4 0.0161766 -0.0213649 0.0257464 -0.0112746
1519 0.0221486 -0.0381994 -0.0039453 0.0399666 0.0212321 -0.0376486 -0.0115297
1520 0.00559679 5.51134e-4 0.0150747 0.0031869 0.0286556 0.0128671 0.00552248
1521 -0.00345395 0.00740333 0.048784 -0.0122117 -1.37508e-4 -0.00120267 -0.00619289
1522 0.00384689 0.0207366 0.00103448 -0.0369109 -0.0413468 -0.0179274 0.00172938
1523 -0.0117678 0.0335433 0.0241859 0.0134662 0.0234054 -0.0486842 0.022094
1524 0.0418354 0.031818 0.00350147 -0.0202326 -0.0554338 0.0323244 -0.0114638
1525 -0.00769435 -0.00855139 -0.00218576 -0.0103911 0.0263615 -0.00790282 0.00651123
1526 -0.0183921 0.0138621 -0.00764361 0.0246054 0.0202895 0.0098283 0.0438105
1527 0.0223132 0.00986301 -0.0099272 -0.00549655 -0.024585 -0.0270602 -0.0512525
1528 -2.04521e-4 0.00313055 0.00589072 -0.0257954 -0.0131814 -0.0257252 0.0104238
1529 0.0314497 0.00864015 0.00893612 -0.00269917 -0.0264771 0.00533816 -0.0218835
1530 0.0079327 -0.0169411 0.00197692 -0.00223697 0.0300597 -0.00634522 -0.0141272
1531 -0.00363777 0.0204879 -0.00154593 0.0103781 0.0217879 -0.0298005 0.0210596
1532 0.0124704 0.0194855 -0.00739553 -0.0534439 0.0579295 0.0142643 0.0372559
1533 0.0521716 0.0321343 0.0492575 0.00788858 -0.0169802 0.00215625 0.0207903
1534 -0.00511876 -0.0389283 0.0439378 0.00744754 -0.0302149 -0.00314593 0.00313685
1535 -0.0103539 0.00525911 -0.012554 -0.0244028 -0.0229484 0.0157915 -0.00658521
1536 -0.0310155 -0.0446696 -0.0234499 -0.00610826 0.0107235 0.00635475 0.0258716
1537 -0.00812267 0.00131267 2.35684e-4 -0.00890422 -0.0251503 0.00341372 0.0499395
1538 -0.046112 -0.0245207 0.00156663 0.0437183 -0.0140637 0.0350951 0.00833764
1539 -0.0412855 -0.0314664 0.0344256 0.0237602 -0.0335945 0.0541504 0.00557286
1540 -0.004524 -0.0263287 0.0111343 0.00454477 -0.00487124 0.0352721 -0.0403991
1541 0.00441512 0.0171436 0.0580839 0.00404124 -0.024368 -0.0259636 -0.00210384
1542 0.0245503 -0.0293358 0.0131156 0.0385707 0.0326637 0.0114054 0.0103875
1543 0.0243161 0.0407134 0.00149695 -0.00251546 -0.0174859 0.0274484 0.00425859
1544 -0.013027 -0.0172213 0.0162466 -0.0244119 7.14486e-4 -0.0481773 -0.0117974
1545 -0.00603618 -0.0222076 0.0255953 -0.00119538 -0.00581557 0.008097 0.033084
1547 0.0183981 0.0306202 -0.022723899999999998 3.97755e-4 0.00283587 -0.0198026 0.0292417
1548 0.0210603 0.0167335 -0.0282685 0.0266355 0.0189279 -0.0173885 0.0309326
1549 -0.00219594 0.0203495 0.025887 0.0251395 -0.0258825 0.0434313 -0.051266
1550 0.0185185 0.0181877 -0.0393336 0.00903608 -0.00322401 0.0157791 0.0668226
1551 0.0160341 -0.0244066 0.0220793 0.0438035 0.00514685 0.00225035 -0.0198629
1552 -0.0413195 0.0109872 -0.0205449 0.041378 -0.0161021 0.0137743 0.0100793
1553 -0.0518158 0.048168 0.00228302 0.0769537 -0.00850925 0.0014785 -0.00623428
1554 -0.03224 0.0257459 -0.0158967 -0.00706793 -0.0270265 0.00773604 0.0235944
1555 0.0175848 0.0396879 0.00288471 -0.00452926 -0.0185004 0.0165739 0.019121
1556 -0.0366665 -1.56536e-4 -0.0136061 0.0102101 -0.0171584 0.00414173 -0.00901133
1557 -0.0341514 -0.0039729 0.0288188 0.0236552 -0.0141479 0.016452 0.0086301
1558 0.00732374 0.00359923 -0.00738831 -0.0234762 0.0548959 0.0330202 -0.0208299
1559 -0.0297783 -0.0145408 0.0171078 -0.0231443 -0.0286217 0.0625418 0.011274
1560 -0.0299843 -0.0335881 -0.0127535 -0.0165429 0.0235802 0.00585729 -0.0184342
1561 -0.0363331 0.0502618 0.0166608 -3.11507e-4 0.0401013 0.0256365 -0.0218415
1562 0.0192475 0.00764606 -6.22403e-5 -0.0383103 -0.00763275 -0.00804357 0.0266019
1563 6.3909e-4 -0.00178933 0.0518722 -0.0334248 -0.00242366 0.010613 0.0146343
1564 0.0177238 0.0193645 -0.0225507 -0.0331716 0.024721 0.0469561 0.00539919
1565 -0.00749409 3.45209e-4 -8.34367e-4 -0.0279138 0.00239978 -0.0297543 0.00469268
1566 0.0134831 -0.012685 -0.00780505 -0.0352983 0.00940169 0.0254668 0.0261915
1568 0.0189683 0.00576376 0.0298672 0.00287423 0.020793 0.00924803 -0.0241559
1569 0.0339806 0.0182728 0.00924106 -0.0345382 0.00498801 -0.0167499 -0.0403578
1570 -0.0180796 0.0153659 0.0071105 -0.00750935 -0.0259015 0.063408 0.0164562
1571 0.00193008 0.018346 -0.0051433 0.0123996 -0.0232954 0.0327806 -0.0594063
1572 -0.0484089 -0.0074397 0.0113524 -0.022529 -0.0164207 -4.17459e-4 0.00106664
1573 0.0202277 0.0262503 -0.0127554 0.00670364 -0.0303203 0.0240953 0.0198126
1574 -0.0499868 0.0255882 -0.0127853 -0.0394248 -0.0351634 0.0039616 0.0186197
1575 -0.0134519 0.0185577 0.0412856 0.0234009 -0.0063204 0.0339788 0.00918569
1576 0.00237646 0.00327197 0.00837323 0.0165413 0.0187008 -0.00480797 0.013166
1577 -0.0490069 0.00540203 -0.0314815 0.0153748 -0.0260313 0.0181179 -0.0165537
1578 0.00680632 -0.0158397 0.0241235 -0.00843266 0.035476 0.0312969 0.00733472
1579 0.00434336 0.00781464 0.0342721 0.0263245 5.0814e-4 -0.0560161 0.00548024
1580 0.00563617 -0.0394257 0.00194005 0.00155507 -0.00272841 -0.0443183 -0.0106685
1581 -0.0121077 0.0246002 -0.0286726 0.0186295 -0.00126328 -0.0269696 -0.0108503
1582 0.0112895 0.0486745 -0.0119521 -0.0139937 0.00735349 -0.00822402 4.92436e-4
1583 0.0104327 0.00494921 -0.00336355 -7.86178e-4 0.0211536 5.84292e-4 0.0221367
1584 -0.017183 0.0214069 -0.0476098 -0.00780703 0.00375201 -0.0179399 -0.0140951
1585 0.0174103 0.00325188 0.00860858 -0.00557941 0.0119203 -0.00296891 -0.0162271
1586 -0.0426091 -0.00337865 0.015128 -0.0072746 0.00197224 0.00842609 0.0257607
1587 -0.00192696 -9.63746e-4 -0.018393 -0.0477273 -0.0334842 0.0271192 0.00990995
1588 0.0315211 0.0247878 -0.00152136 -0.0443956 -0.0196407 -0.00911821 -0.00662057
1589 0.0246389 0.0242316 0.00885116 -0.0193247 -0.0100019 -0.00918103 -0.0153839
1590 -0.0504116 0.00190995 -0.00556986 0.0378181 0.00443773 0.0103698 -0.0201359
1591 2.11504e-4 -0.0200565 0.0208998 -0.00959493 -0.0049465 -0.027024 -0.0236818
1592 3.75736e-4 -0.0320972 0.0016722 -0.0249195 -0.00841472 0.00598165 0.0041744
1593 -0.0447821 -0.0426216 -0.0212292 -0.00777042 -0.00601667 0.00401431 0.00401737
1594 -0.0130978 -0.0422524 -0.00719891 -0.0298456 -0.0443439 0.00327666 -0.024553
1595 0.0126619 -0.0289892 0.0180602 -0.00139118 0.0401771 0.0550301 -0.027863
1596 -0.0422429 0.0196554 -0.00894385 8.54305e-4 -0.00252963 7.77516e-4 -0.00715957
1597 0.042561 -0.0176907 0.0067311 -0.0248845 -0.0176397 0.00257643 -0.0142096
1598 0.0137822 -0.0121172 0.0283117 0.0175809 0.0200117 0.00860675 -0.0158887
1599 -0.0257128 0.00455906 0.0194523 -0.0111532 0.0151895 0.0385255 1.4341e-4
1600 0.0296941 -0.0311873 0.0199097 0.0166129 -0.0390529 -0.00993668 -0.027361
1601 0.00637825 -0.0514666 0.0197772 -0.0214021 -0.04308 -0.0252645 0.00162164
1602 0.00944739 -0.0195716 -0.0340295 0.0210539 0.0181078 -0.0115964 0.0281138
1603 0.00270377 0.0152423 0.0331959 -0.00718743 0.00229127 0.0079979 0.0206725
1604 0.0287767 -0.0611969 0.0436412 -0.00896862 0.00432469 0.007293 -0.0186664
1605 -0.0161054 -0.0252521 0.00108339 -0.0450136 -9.63554e-4 -0.0624898 -0.0134272
1606 0.0186391 -0.00854697 0.00996181 0.0215949 0.00129473 -0.020765 -0.0213613
1607 -0.00976377 -0.00257106 0.0316777 -0.0363249 0.0091278 -0.0667139 0.0138986
1608 0.0398401 -0.0317286 0.055699 -0.00746479 0.00409677 0.00213063 -2.50459e-4
1609 0.00284606 -0.0300319 0.00730643 0.0113653 0.0289132 0.0210537 0.00649932
1610 0.0114146 -0.00112656 0.0329344 0.0122692 0.0292851 0.0303944 0.00691633
1611 0.0759833 0.0378265 0.00846345 0.0123424 -0.0335951 0.00752564 0.0234131
1612 -0.0168697 -8.15902e-4 -0.0053357 0.0227895 0.016012 -0.0101548 0.0110136
1613 0.0199437 -0.010566 -0.0120239 -0.0114489 -0.0201697 -0.0063258 -0.0173427
1614 0.0270786 -0.0168267 -0.0285272 0.0217741 0.0196313 -0.00975073 -0.00223867
1615 -0.0164266 -0.0438393 0.00320963 0.00840101 -0.0146951 0.0242459 -0.0336983
1616 -0.0450652 0.0314737 -0.0338105 -1.67834e-5 -0.0329518 0.0110317 -0.0189673
1617 0.0213532 0.0108262 0.0213276 0.0277553 -0.0100585 -0.0218851 0.00714484
1618 -0.0181456 -0.039687 0.0214767 0.0114686 -0.0151666 0.0419326 -0.022341
1619 0.0445739 0.00960331 0.0334684 -0.00925679 -0.0227559 0.00376414 -0.00587826
1620 -0.00639058 -0.00395229 -0.00476772 0.0170588 1.40779e-4 -0.0148329 0.00122108
1621 -0.0343962 -0.022883 -0.0119445 0.0139575 0.00487116 -0.00292559 0.0284804
1622 0.0082137 0.031174 -0.00190115 -0.04052 0.0114601 1.74764e-4 -0.00461042
1623 -0.0329133 7.46698e-4 -0.0222148 -0.0282586 -0.046414 0.014733 0.0251921
1624 -0.00638251 0.0243136 0.0276057 0.0160125 0.0487421 0.00532108 -0.0324438
163 0.0126181 -4.73991e-4 0.0201598 -0.0183247 -0.0240287 0.00195208 0.00182495
1660 -0.047599 7.79206e-4 -0.00577687 0.0173508 0.01448 -0.0230766 0.0044838
1661 0.00121555 0.00229952 -0.0444866 -0.0573905 -0.0122582 -0.012077 0.0224035
1662 -0.0132859 -0.0309221 0.0173177 0.00250384 0.0246952 -0.0247434 0.00133151
1663 -0.00457132 -0.0177527 0.0113602 0.0420464 0.0129401 0.0199214 0.00984815
1664 -0.00160617 -0.0147795 -0.0141465 0.0462356 0.00636519 0.0332817 -0.0123324
1665 0.00716495 -0.0158615 -0.00565568 -0.0335081 -0.0243218 -0.037789 -0.0118166
1666 -0.0242941 -0.0181716 -0.0218275 0.0011688 -0.00876103 0.0142768 0.0489819
1667 0.028592 -0.0291374 -0.022531 0.0620702 0.0224736 -0.00227707 0.0303262
1668 -0.0231637 0.0142485 0.0455279 -0.0155487 8.87298e-4 -0.00320609 -0.0212025
1669 -0.0194968 0.0131316 0.0674059 -0.0153732 0.00111756 -0.00338044 0.0103106
1670 0.0355523 -0.00838888 -0.0153422 0.0251217 0.0357498 0.0347285 0.00457986
1671 -0.00169549 -0.0197344 0.0183038 0.00638432 -0.0160781 0.025893 -0.00582797
1672 0.0065625 0.00999019 0.031631 0.0249394 -9.348e-4 -0.0432435 -0.068486
1673 0.0143815 0.0332351 -0.0256179 -0.0337798 -0.0400554 -0.0151576 -0.00107728
1674 0.0450629 0.0301149 0.00432912 0.0186857 -5.60208e-4 -0.01905 0.0345098
1675 0.018282 0.0247634 8.34872e-4 -0.0374178 -0.012844 -0.0145774 0.0274619
1677 0.023473 0.0186018 -0.0237496 -0.0462071 -0.0449455 0.0303944 0.00289153
1678 0.0133575 0.0341323 -0.00815879 -0.0304187 -0.00876396 -0.0241314 -0.0215597
1679 0.0162734 0.0206987 -0.0145587 -0.0234919 -0.04204 -0.0209536 -0.0106947
168 -0.00984996 0.0171823 -0.0058697 0.00649945 -0.042736 0.0233256 -0.0358521
1680 0.0268111 -0.0161172 0.00973293 0.00886652 -0.00314918 -0.0156823 -0.0141636
1681 0.0480462 5.44471e-4 -0.0440983 0.0231315 -0.00336747 -0.0100992 -2.7343e-4
1682 2.77264e-4 -0.0171458 0.0196186 0.0577687 0.00594822 0.0269028 -0.0398013
1683 -0.004926 -0.0468166 0.00510455 -1.87616e-4 -0.00981523 0.0305746 -0.00512791
1684 -0.0216823 -0.00550071 -0.013871 -0.0324186 0.00740382 -0.0386838 0.00281638
1685 0.00185194 -0.0392818 0.0364693 0.00782956 -0.00145646 -0.0326983 0.00672042
1686 -0.0071725 -0.00200982 -0.00537965 -0.0250651 0.00660125 0.00317987 -1.0078e-4
1695 -0.0155358 0.0192621 0.0141916 -1.30923e-4 0.00967275 -0.0240132 -0.0141417
1696 -0.0294617 -0.0085583 0.0308791 0.023515 -6.34125e-4 0.0318641 0.0274743
1697 -0.0195511 0.0429239 -0.0100524 -0.00248038 0.0143631 0.00371698 0.0176495
1698 -0.0176151 0.0267375 -0.0488327 0.0312754 -0.0221768 -0.00481604 0.0351265
1699 -0.0169438 0.00336582 -0.0422267 0.0295923 -0.0183814 0.0181725 0.0317148
1700 0.00234897 -0.0354022 0.0353886 0.0156793 -0.0469319 0.013319 0.00184786
1701 -0.020555 -0.0212391 0.0103322 -0.0133764 -0.00317248 0.0160218 0.0141028
1702 -0.0150472 -0.0137609 -0.00547438 -0.0247843 0.0219581 -0.0218843 0.0162285
1703 -0.0279646 0.0229193 0.0176337 -0.00945981 -0.00344241 0.023208 -0.00489269
1704 0.0132813 -0.0203836 -0.0101337 -0.00519686 0.0164947 0.00486464 -4.4912e-5
1705 0.0194107 -0.0276909 -0.0566374 0.0540954 0.0163132 -0.028724 6.66149e-4
1706 -0.0331903 0.0390734 0.049028 0.00656726 0.00304147 0.0321535 0.0101282
1707 0.0158826 0.0134795 -0.0186089 -0.00548648 0.0513074 0.0290029 0.0139563
1708 0.0369365 -0.020199 0.00163267 -0.0508425 -5.0495e-4 0.00881825 -0.0273957
1709 0.0109617 -0.0489697 0.0410623 -0.00179795 0.0168387 0.00202752 -0.00937586
1710 0.0221471 -0.0157775 -0.0171488 -0.00770371 0.0032693 0.00646194 0.0216738
1711 -0.0206852 0.012177 0.022539 0.00777472 0.0222769 0.0035235 -0.00382255
1712 -0.0154758 -0.0143016 0.0331099 -0.00318964 0.00708839 -0.0255188 -0.0106243
1713 0.0400148 0.0143907 0.0706685 0.00359005 -0.0278563 -0.0188201 -0.010627
1714 -0.0126291 -0.0217714 0.0162206 -0.0180183 3.05757e-4 -0.0739846 -1.26386e-4
1715 0.0142181 0.0364613 -0.00481731 -0.0124195 0.00859245 -0.0441304 -0.00871198
1716 -0.00594851 0.0180975 -0.0282351 0.0420946 -0.0325836 -0.00704387 -0.0329656
1717 0.0098254 0.00862305 -0.0285299 0.035359 0.0231605 0.0137358 0.022185
1718 0.0504178 0.019982 0.0564822 -0.00515688 -0.0262446 0.0200226 0.00480326
1719 0.021402 -0.0366089 0.039724 -0.0107657 -1.39384e-4 -0.00560462 0.00703755
172 -0.00360912 0.0101567 -8.81545e-4 -0.0042526 0.0154441 0.0102466 0.0150615
1720 0.0162945 0.0160446 0.00492836 -0.0367258 0.0347567 0.0201108 0.0536994
1721 0.0025764 0.0187763 -0.0472172 -0.0449629 -0.0304962 0.00155331 0.0225721
1722 0.0368619 -0.0388939 -0.0188333 0.0117722 -0.0301272 0.0220979 0.0138591
1723 -0.00717593 -0.0137938 -0.0444482 0.0104763 0.00268815 -0.00157778 0.037876
1724 -0.00665341 -0.00123173 0.0160532 -0.0313954 0.0102772 0.0131211 0.00879973
1725 -0.00752532 0.00677707 0.00828638 -0.0186339 0.0413807 0.034141 -0.00335534
1726 -0.0242863 0.0465283 -0.0113013 -0.00902888 0.00241336 0.0056293 0.00516015
1727 0.0402722 0.00479126 0.0289959 0.00711846 -0.005626 -0.00530794 0.0294312
1728 0.026803 -5.2078e-4 0.0438905 -0.0152559 0.0206103 0.0336025 0.0225377
1729 -0.0287311 0.0338413 0.0455966 0.0277123 -0.0370877 0.0188393 0.032915
1730 0.0251472 -0.0198836 0.00299015 0.0526764 0.0205801 -0.0180565 0.0205986
1731 0.016149 -0.0181364 -0.0084224 -0.0443538 -0.00546298 0.0334544 0.015468
1732 0.0349457 0.0241978 -0.022055 -0.0334012 -0.0160136 0.023723 0.0444488
1733 -0.0170636 0.00777243 -0.00257679 -0.0160665 -0.00644261 -0.0156316 0.0230768
1734 0.0168207 0.00937 0.0204552 -0.00216226 0.0113312 0.0127709 -0.0217145
1735 0.0114974 0.0224652 0.0312987 0.00913929 0.0362934 0.0100456 -0.0324382
1736 0.0272569 -0.0213317 -0.0160169 0.0398082 0.0214142 -0.0147878 0.0168155
1737 0.0242568 -0.00684933 0.0111515 0.0148126 0.0177948 0.0173022 0.015312600000000001
1738 0.0112742 0.00190439 0.0314218 0.0083016 -0.00129339 0.00227273 0.0163703
1739 -0.0487503 0.0146146 -0.0130158 0.00640643 -0.00361599 3.49221e-4 -0.013015
1740 -0.00281335 0.023023 -0.0287847 -0.0208069 0.0023833 -0.0432948 0.0186431
1741 -0.0405389 -0.015839 0.0161677 -0.00567253 0.00477051 0.0481056 -0.00325716
1742 0.0101102 -0.0269348 0.0250526 0.00678574 0.0462835 -0.00159396 -0.0164815
1743 -0.0241841 -0.0104402 -0.00533763 0.0100191 -0.00120832 -0.00420316 -0.00575951
1744 -0.0400124 -0.0216869 -0.00611989 -0.0286194 -0.0558556 0.0341682 0.00961676
1745 -0.0318515 0.020067 -0.0418712 -9.78469e-4 -0.0270104 -0.00879907 0.0358212
1746 -0.00335813 -0.02251 -0.00419885 0.021855 0.0149394 -0.00559668 -0.0187656
1747 -0.0324938 0.0041233 0.00543747 0.00609618 0.0122212 -0.00181393 -0.0127682
1748 -0.0368424 0.0121457 0.00754312 0.00487036 -0.0154802 0.028868 0.00300092
1749 0.012351000000000001 0.00732344 -0.0201075 -0.0130307 -0.00847986 -0.00597072 0.010552
1750 0.0104877 0.00487857 0.00261608 0.0145282 0.0087266 0.0135161 0.0630297
1751 0.0218079 0.00589304 -0.0207039 -0.0124334 -0.0238473 -0.0197798 -0.0204969
1752 -0.0360952 0.0427314 0.0196087 0.0360258 0.0283625 -0.0237683 -0.00691305
1753 -0.010819 0.0318495 0.0154402 0.0209667 0.0269874 0.0216755 0.00578866
1754 -0.0135786 -0.00807877 0.00315089 0.0214431 -0.0240942 0.0545407 -0.0263239
1755 0.022931 -0.0506046 0.0167256 -0.0107785 0.0152994 0.00416177 -0.0367413
1756 -0.0416182 0.0325851 0.0286442 -0.00780295 0.0113815 0.0306275 -0.014787
1757 0.0470512 0.0437687 0.0432179 0.014851 2.09445e-5 0.00744353 0.0374142
1758 0.0169186 0.0392526 0.0405271 0.0173729 0.00525187 -0.0145484 0.037373
1759 0.023085 -0.0312257 -0.00327529 0.00719228 0.00881492 0.0132814 0.0156172
176 -0.033921 0.00433716 0.0397246 0.0365138 -0.0201253 0.0534264 0.00655792
1760 0.0244063 0.013822 0.0275328 -0.031013 -0.0247451 -0.00104007 0.00566031
1761 -0.037678 -0.003309 0.0484755 0.00976581 -0.0259118 0.042364 0.00308014
1762 -0.0191366 -0.0213856 -0.00720344 -0.0190627 0.0222977 -0.0554321 -0.0164735
1763 0.0178429 0.0158379 0.0278671 -0.0136434 0.00254786 0.0344341 0.00889475
1764 -0.0331967 -0.0262631 -0.0109047 -0.0398794 0.0159823 -0.0517036 -0.00553256
1765 0.00875288 -0.0360842 -6.27307e-4 0.00788321 0.0371701 -0.0345333 0.0309266
1766 -0.0119446 -0.0268194 -0.0194915 -0.0200336 -0.0109513 0.00863759 0.0193893
1767 -0.00463939 -0.0111444 -0.0146089 -0.0178239 0.0250673 -0.0107913 0.00506978
1768 -0.0253299 -0.0194904 -0.0190529 0.00980716 0.0276049 -0.00722682 4.11428e-4
1769 -0.0152167 0.0214768 -0.0407658 0.0389744 -0.0130154 -0.00759969 0.00931812
1770 -0.0114911 0.0192395 -0.0302456 0.0433387 0.0177743 -0.0165035 0.0223059
1771 -0.00520119 -0.0422568 -0.00380121 0.0140025 0.0197404 -0.05208 5.89665e-5
1772 1.62519e-4 -0.00406821 -0.0213911 0.0325321 -0.00208155 0.00995337 0.0076228
1773 -0.034754 0.0211965 0.0747403 -0.00522307 -0.0233356 0.0327164 0.0163804
1774 0.0110479 0.0194498 0.00777491 -9.89486e-4 0.0221998 0.00727823 0.0306755
1775 -0.0166723 -0.0194146 0.0309795 -0.00413267 -0.00585254 0.02743 -0.0063014
1776 0.0233406 -0.0374256 -9.96319e-4 0.0162832 0.0386566 0.00928871 -0.0204427
1777 -0.0174979 -0.0264379 -0.00995784 -0.00389723 0.00481222 0.00501407 0.0490507
1778 0.014109 -0.0112123 -0.0338154 0.00275454 -0.00524576 0.00760713 -0.00449547
1779 -0.00870595 0.00745069 -0.0363427 -0.00508203 0.0022051 0.045285 0.023453
178 0.0198637 0.0130159 0.0144278 0.0422087 0.0288666 -0.0552525 -0.00188758
1780 -0.0255818 -0.0184916 0.00308071 -6.13053e-4 -0.00759725 0.0211266 -0.00614577
1781 -0.0171628 0.0125775 -0.0124964 0.00292052 4.91037e-4 -0.0171684 0.00358288
1782 -0.00439353 0.0378685 0.029947 0.0315713 0.028916 -0.0119528 -0.0195502
1783 0.0184712 -0.0361844 0.00928937 0.0135475 0.0489077 0.0303565 -0.0407247
1784 0.00688206 0.00329134 0.00969956 0.0349662 0.0271781 0.00970604 -0.00241666
1785 0.0091613 0.0309946 -5.70199e-4 -0.0103278 0.0622246 -0.0021187 -0.0378195
1786 -0.0419992 -0.0328211 0.0355849 0.0242278 -0.0342336 0.0502129 -7.87512e-5
1787 -0.0395602 0.0251442 0.064077 0.0126835 -0.00464225 -0.00602905 0.0318276
1788 0.0186631 -0.0389552 -0.0247966 0.0197191 0.00407682 0.012831 -0.0152481
1789 0.0282738 -0.0146846 0.0232123 0.0166597 0.0260647 0.0147988 0.00336706
1790 0.0347746 -0.00276718 0.0190564 4.89272e-4 -0.0110484 0.0011619 0.0194583
1791 0.0328599 0.0296917 0.00850633 -0.01848 -0.0368096 -0.00292992 0.0272035
1793 0.00524425 -0.0088178 0.00988158 -0.00680224 -0.0143913 0.0120707 -0.00741952
1794 0.0249771 0.0327196 -5.73798e-5 -0.0308241 -0.029223 -0.030479 -0.0119421
1795 0.00567441 -0.0276467 0.0160155 -0.0301285 -0.011046 0.0241691 -0.0127102
1796 -0.0157009 -0.0215149 -0.0198858 -0.0043414 -0.0277838 -0.00256965 -0.0212769
1797 0.0325878 -0.0281014 0.00333508 0.0142145 0.038633 0.0423237 0.0113992
1798 -0.0091305 0.0299503 -0.0177651 -0.036535 0.00301657 -0.0388272 -0.0258933
1799 0.00298897 -0.0318087 -0.00894314 0.0547813 0.00621078 0.0305687 -0.045521
1800 -0.00574877 0.0396811 0.031479 -0.00173006 0.0468665 0.0217849 -0.0389759
1801 0.0445749 0.0180969 -0.0271752 0.0424763 -0.00919513 -0.0214127 -0.0200816
1802 0.0209167 -0.0119451 0.0255326 -0.00312349 -0.0240587 0.0118116 -0.0146213
1803 -0.0275605 -0.0398308 -0.00594335 0.00928227 0.0116805 -0.0332106 0.0269613
1804 -0.00689105 -0.0121181 -0.0132466 -0.0329149 0.0463532 0.00949064 0.0415022
1805 -0.0202378 0.0261745 0.0239836 0.00682003 0.0345683 -0.0087366 -0.0394325
1806 0.0106993 -0.00788839 -0.0200385 -0.0497175 -0.0134771 0.0146094 0.00217035
1807 -3.12831e-5 -0.0556165 0.0106588 0.00611237 -0.00238882 0.03228 -0.0100936
1808 0.0203501 0.0152811 -0.0237267 0.0116237 -0.0285553 -0.0238925 -0.0158311
1819 0.003558 -0.00885232 -0.0201196 0.0115881 -0.0231436 0.0175959 -0.0239345
1820 -0.0113676 0.00215431 0.0274784 0.0077077 -0.034538 0.0241462 0.0163466
1821 0.0400399 0.0185242 0.00407842 0.0133656 -0.0178501 -0.0228375 0.0426235
1822 3.40445e-4 -0.00944075 -0.00991697 -0.0280683 -0.0185561 0.0110369 -0.0164426
1823 0.0439587 0.00562568 0.0356581 -0.0183038 -0.0260386 0.00816 0.032791
1824 0.00718489 -0.0397739 -0.0103708 0.0611905 4.36985e-4 -0.0514965 0.00834569
1825 -0.0225421 0.00957249 0.0258185 0.0104988 0.0169979 0.0183152 -0.00129448
1826 -0.0399335 -0.0194861 0.0239083 0.00190419 -8.66758e-4 -0.0112631 0.0307255
1827 -0.0283004 -0.00626843 0.0372531 -0.0218808 -0.018848 0.0145969 0.0140057
1828 -0.0184658 -0.0067425 0.00256683 0.0180019 -0.0251901 0.0398102 -0.0149616
1829 0.0175816 0.0420521 0.00129237 -0.0289402 0.0136898 -0.0206335 -0.0836907
1830 0.0268806 -0.0326631 -0.00173686 0.0157239 0.0381018 0.0299925 -0.00532577
1831 0.0263535 0.0464521 0.0167935 0.0376628 0.00696856 -0.0320319 0.0319201
1832 0.0170207 -0.0301907 -0.00738856 -0.0086237 -0.0304012 0.0250986 0.0333784
1833 -0.0422087 -0.0274197 0.0371141 0.0163021 -0.014185 0.051214 -0.0055985
1843 0.0342611 -0.0291452 -0.0141817 0.0412678 -0.00677304 -0.0103059 0.0238309
1844 -0.026053 -0.0191884 -0.009179 -0.0183125 0.0134137 -0.0103872 0.0171105
1845 0.0208279 -0.040428 0.0452061 0.0107932 -0.0119938 -0.0241808 0.00230388
1846 -0.0245282 0.0181329 0.061908 0.00624363 0.0023668 0.00496074 -0.0179196
1847 0.0267725 -0.0056929 0.0144829 -0.00171044 -0.0284057 -0.00662207 0.0163686
1848 -0.0128314 -8.26523e-4 -0.0355892 -0.00330431 -0.016794 -0.0130068 0.00761183
1849 0.036875 -0.00498086 -0.018932 -0.0115961 -0.0126898 0.00357892 -0.0226254
1850 0.0351137 0.0326199 -0.0162871 -0.00121328 -0.00684941 -0.00400722 -0.0175014
1851 -0.0220087 -0.015645 0.029312 0.00360482 0.00179679 0.0199613 0.00904416
1852 0.043443 -0.0702686 0.0312491 -0.0020105 -0.042573 0.00725031 -0.0174396
1853 0.00288374 -0.0309896 0.0265567 0.0356253 0.00874644 -0.0239454 0.0236863
1854 -0.0145345 -0.0324541 -0.00471565 -0.00195039 0.0416921 -0.0341139 0.0126822
1855 0.0121396 0.0226819 3.15376e-4 0.00509457 -0.0234053 0.0291662 4.8825e-4
